Id,BS_Module,Sub_Category,Case_Type,Summary,Description,Steps_To_Reproduce,Additional_Information,Notes,KB_Content
- 2025-03-29 2025-04-09 17:22:18 ระยะเวลาในการ insert ครั้งที่สอง ( 21 record 230 qty)
ซึ่งปกติระบบจะ replace ให้เมื่อมีการ upload ใหม่ครับ ปัญหาที่เกิดขึ้นคาดว่าเป็นที่ connection ทำให้มีการ insert ข้อมูล 2 ครั้งซึ่งระยะเวลาห่างกัน 2 วินาที ทีมจึงดำเนินการเคลียร์ข้อมูลที่ duplicate ออกครับ

[ข้อมูลเพิ่มเติม] SELECT TOP (1000) [WarehouseTaskId]
,[DONo]
,[BPCPlus]
,[GTCode]
,[WarehouseOrder]
,[BatchNo]
,[Qty]
,[StorageBin]
,[CreateDate]
,[CreateBy]
,[UpdateDate]
,[UpdateBy]
FROM [MoCS].[dbo].[WarehouseTask]
where dono in
(
'4000283965',
'4000283966',
'4000283995',
'4000283996',
'4000283997',
'4000284838',
'4000285010',
'4000285918',
'4000285948',
'4000286161',
'4000286162',
'4000286163',
'4000286164',
'4000286165',
'4000286166',
'4000286167',
'4000286168',
'4000286169',
'4000286170',
'4000286171',
'4000286172',
'4000286173',
'4000286174',
'4000286175',
'4000286176',
'4000286177',
'4000286178',
'4000286197'
)

select sum(qty) from dbo.WarehouseTask where dono in
(
'4000283965',
'4000283966',
'4000283995',
'4000283996',
'4000283997',
'4000284838',
'4000285010',
'4000285918',
'4000285948',
'4000286161',
'4000286162',
'4000286163',
'4000286164',
'4000286165',
'4000286166',
'4000286167',
'4000286168',
'4000286169',
'4000286170',
'4000286171',
'4000286172',
'4000286173',
'4000286174',
'4000286175',
'4000286176',
'4000286177',
'4000286178',
'4000286197'
)

begin tran
SELECT @@TRANCOUNT
--commit rollback
--delete from dbo.WarehouseTask where WarehouseTaskId between '557436' and '557456'"
11660,Win-App,Tire Checker Duplicate Record,Issue,LOCH4000284091 รายการ GT Code QR91 ต้องเป็น 210 เส้น ระบบเกินเป็น 211 เส้น มี 1 เส้นที่สแกน 2 ครั้งแต่ระบบไม่แจ้ง error,"สอบถามหน่อยครับ Loading นี้ เอายางทั้งหมด 230 เส้น
Tire Checker scan log 231 เส้น
รายการที่ 1 และ 2 ข้อมูลซ้ำ หน้า Approve รายการ QR91 211 เส้น ทำไมระบบ มันไม่บล็อคเหรอครับ
อาการเริ่มแรก Scan เส้นแรกและ ระบบ ไม่นับจำนวน เลยมีการออกแล้วเริ่ม Scan ใหม่ พอ Scan จบเป็นแบบนี้เลยครับ","จากการที่ scan รอบแรกแล้วระบบไม่นับ แล้วทำการ scan ใหม่ ทำให้มีการ insert ข้อมูล 2 ครั้งเข้าระบบ คาดว่าอาจเป็นปัญหาด้าน Connection ค่ะ

ทำการลบ C5MM5IE เส้นที่เกินมา 1 เส้นออกจากระบบ",,,"[ปัญหา] สอบถามหน่อยครับ Loading นี้ เอายางทั้งหมด 230 เส้น
Tire Checker scan log 231 เส้น
รายการที่ 1 และ 2 ข้อมูลซ้ำ หน้า Approve รายการ QR91 211 เส้น ทำไมระบบ มันไม่บล็อคเหรอครับ
อาการเริ่มแรก Scan เส้นแรกและ ระบบ ไม่นับจำนวน เลยมีการออกแล้วเริ่ม Scan ใหม่ พอ Scan จบเป็นแบบนี้เลยครับ

[วิธีแก้ไข] จากการที่ scan รอบแรกแล้วระบบไม่นับ แล้วทำการ scan ใหม่ ทำให้มีการ insert ข้อมูล 2 ครั้งเข้าระบบ คาดว่าอาจเป็นปัญหาด้าน Connection ค่ะ

ทำการลบ C5MM5IE เส้นที่เกินมา 1 เส้นออกจากระบบ"
11668,Database,Tire Master,Issue,Tireschecker 2D Read size no data TEST2D20250001,Tireschecker 2D Read size no data TEST2D20250001,"ตรวจสอบแล้วเนื่องจากตอนนี้ BSJCode ผิด

แก้ BSJCode ของ GTCode ของ IH97 ที่ dbo.TiresCheckerPlan",,,"[ปัญหา] Tireschecker 2D Read size no data TEST2D20250001

[วิธีแก้ไข] ตรวจสอบแล้วเนื่องจากตอนนี้ BSJCode ผิด

แก้ BSJCode ของ GTCode ของ IH97 ที่ dbo.TiresCheckerPlan"
11667,Database,Tire Master Log,Issue,รบกวนดึงข้อมูล Log Tire Master ของ GT-Code MM03 ให้หน่อยครับ,รบกวนดึงข้อมูล Log Tire Master ของ GT-Code MM03 ให้หน่อยครับ,"SELECT
TM.[LogId]
,TM.[TiresCode]
,TM.[Warehouse]
,TM.[GTCode]
,TM.[SaleCode]
,TM.[SizeCode]
,TM.[SizeName]
,TM.[TiresSize]
,TM.[StructureCode]
,TM.[BPCPlus]
,TM.[GTType]
,TM.[JigType]
,TM.[JigCode]
,TM.[PartTag]
,TM.[WeightStd]
,TM.[Capacity]
,TM.[TireBrand]
,TM.[DomesticType]
,TM.[BookQuantity]
,TM.[ActiveFlag]
,TM.[CreateDate]
,TM.[CreateBy]
,CONCAT(UL1.[Name], ' ', UL1.[Surname]) AS [Full Name]
,TM.[UpdateDate]
,TM.[UpdateBy]
,CONCAT(UL2.[Name], ' ', UL2.[Surname]) AS [Full Name]
,TM.[EventLog]
,TM.[EventDate]
FROM [MoCS].[logs].[TiresMasterLog] TM
LEFT JOIN [MoCS].[dbo].[UserLogin] UL1
ON TM.[CreateBy] = UL1.[Username]
LEFT JOIN [MoCS].[dbo].[UserLogin] UL2
ON TM.[UpdateBy] = UL2.[Username]
WHERE GTCode = 'MM03'",,,"[ปัญหา] รบกวนดึงข้อมูล Log Tire Master ของ GT-Code MM03 ให้หน่อยครับ

[วิธีแก้ไข] SELECT
TM.[LogId]
,TM.[TiresCode]
,TM.[Warehouse]
,TM.[GTCode]
,TM.[SaleCode]
,TM.[SizeCode]
,TM.[SizeName]
,TM.[TiresSize]
,TM.[StructureCode]
,TM.[BPCPlus]
,TM.[GTType]
,TM.[JigType]
,TM.[JigCode]
,TM.[PartTag]
,TM.[WeightStd]
,TM.[Capacity]
,TM.[TireBrand]
,TM.[DomesticType]
,TM.[BookQuantity]
,TM.[ActiveFlag]
,TM.[CreateDate]
,TM.[CreateBy]
,CONCAT(UL1.[Name], ' ', UL1.[Surname]) AS [Full Name]
,TM.[UpdateDate]
,TM.[UpdateBy]
,CONCAT(UL2.[Name], ' ', UL2.[Surname]) AS [Full Name]
,TM.[EventLog]
,TM.[EventDate]
FROM [MoCS].[logs].[TiresMasterLog] TM
LEFT JOIN [MoCS].[dbo].[UserLogin] UL1
ON TM.[CreateBy] = UL1.[Username]
LEFT JOIN [MoCS].[dbo].[UserLogin] UL2
ON TM.[UpdateBy] = UL2.[Username]
WHERE GTCode = 'MM03'"
11670,Database,Tire Checker Log,Issue,ตรวจสอบให้หน่อยครับ หน้างานบอกไม่ได้สแกนยางบาโค้ดนี้เข้าไป แต่ทำมัย log โชว์ในรายงานนี้ครับ,ตรวจสอบให้หน่อยครับ หน้างานบอกไม่ได้สแกนยางบาโค้ดนี้เข้าไป แต่ทำมัย log โชว์ในรายงานนี้ครับ,"select * from dbo.TiresCheckerScanLog where ScanDate between '2025-04-08 16:30:44.9692763' and '2025-04-08 17:25:21.3555126' order by ScanLogID

select * from dbo.TiresCheckerScanLog where ScanLogID between '71576505' and '71578661' order by ScanLogID",,,"[ปัญหา] ตรวจสอบให้หน่อยครับ หน้างานบอกไม่ได้สแกนยางบาโค้ดนี้เข้าไป แต่ทำมัย log โชว์ในรายงานนี้ครับ

[วิธีแก้ไข] select * from dbo.TiresCheckerScanLog where ScanDate between '2025-04-08 16:30:44.9692763' and '2025-04-08 17:25:21.3555126' order by ScanLogID

select * from dbo.TiresCheckerScanLog where ScanLogID between '71576505' and '71578661' order by ScanLogID"
11658,Web-App,Upload Delivery REP,Issue,รบกวนตรวจสอบให้ทีครับ mocstest upload delivery daily for rep ครับ,รบกวนตรวจสอบให้ทีครับ mocstest upload delivery daily for rep ครับ,จากการตรวจสอบไฟล์ที่ส่งมา พบว่ามี SpecCode 11 ตัวค่ะ ซึ่งในระบบสามารถรับได้ 10 ตัว ทำให้ไม่สามารถทำการ Upload เข้าระบบได้ค่ะ,,,"[ปัญหา] รบกวนตรวจสอบให้ทีครับ mocstest upload delivery daily for rep ครับ

[วิธีแก้ไข] จากการตรวจสอบไฟล์ที่ส่งมา พบว่ามี SpecCode 11 ตัวค่ะ ซึ่งในระบบสามารถรับได้ 10 ตัว ทำให้ไม่สามารถทำการ Upload เข้าระบบได้ค่ะ"
11661,Database,Revise GTCode,Issue,LONK4000280673 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000280673 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000280673 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11659,Database,Revise GTCode,Issue,LONK4000283802 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,LONK4000283802 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000283802 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11654,Database,Revise GTCode,Issue,LONK4000280669 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000280669 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000280669 รบกวนแก้ไข GT Code จาก 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11655,Database,Revise GTCode,Issue,LONK4000280671 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000280671 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000280671 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11656,Database,Revise GTCode,Issue,LONK4000282850 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,LONK4000282850 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,แก้ไขที่ DeliveryDetail และ TiresCheckerPlan,,,"[ปัญหา] LONK4000282850 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail และ TiresCheckerPlan"
11657,Database,Tire Checker Receiving,Issue,ตรวจสอบให้หน่อยครับ ZI43 week 1325 ขึ้น error,"ตรวจสอบให้หน่อยครับ ZI43 week 1325 ขึ้น error
User ว่าเป็นแค่บางเส้น ลองเชคที่ TSG data ด้วยนะครับ","ตรวจสอบข้อมูล TSG แล้ว serial 2 ตัวนี้ CIDCJPI,CIDCJQ0 มี DotSerial = 1328 ซึ่งปี 28 ยังไม่ถูกกำหนดตารางปฏิทินในระบบ ระบบจึงแสดง message นี้

07-04-2025
เคสนี้ support โดยการเคลียร์ข้อมูล Tsg ออกเพื่อให้ user สามารถทำการ manual week ได้","select * from rc.ProductionSerial where SerialNo in ('CIDCJPI','CIDCJQ0')
select * from rc.ReceiveItemDetail where SerialNo in ('CIDCJPI','CIDCJQ0')

-------query backup data 2 serial------
SELECT *
INTO rc.zz_20250407_ProductionSerial
FROM rc.ProductionSerial
WHERE SerialNo in ('CIDCJPI','CIDCJQ0')

------delete data---------
delete rc.ProductionSerial
where SerialNo in ('CIDCJPI','CIDCJQ0')",,"[ปัญหา] ตรวจสอบให้หน่อยครับ ZI43 week 1325 ขึ้น error
User ว่าเป็นแค่บางเส้น ลองเชคที่ TSG data ด้วยนะครับ

[วิธีแก้ไข] ตรวจสอบข้อมูล TSG แล้ว serial 2 ตัวนี้ CIDCJPI,CIDCJQ0 มี DotSerial = 1328 ซึ่งปี 28 ยังไม่ถูกกำหนดตารางปฏิทินในระบบ ระบบจึงแสดง message นี้

07-04-2025
เคสนี้ support โดยการเคลียร์ข้อมูล Tsg ออกเพื่อให้ user สามารถทำการ manual week ได้

[ข้อมูลเพิ่มเติม] select * from rc.ProductionSerial where SerialNo in ('CIDCJPI','CIDCJQ0')
select * from rc.ReceiveItemDetail where SerialNo in ('CIDCJPI','CIDCJQ0')

-------query backup data 2 serial------
SELECT *
INTO rc.zz_20250407_ProductionSerial
FROM rc.ProductionSerial
WHERE SerialNo in ('CIDCJPI','CIDCJQ0')

------delete data---------
delete rc.ProductionSerial
where SerialNo in ('CIDCJPI','CIDCJQ0')"
11686,Database,Revise GTCode,Issue,LONK4000282807 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,LONK4000282807 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000282807 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11649,Database,Revise GTCode,Issue,LONK4000277467 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000277467 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000277467 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11650,Database,Revise GTCode,Issue,LONK4000281906 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ครับ,LONK4000281906 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000281906 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40RB ครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11653,Web-App,Pre-Calculation,Issue,Routing No. 20250403-110-00 สุพรรณบุรี ยางรังสิต เหมาเที่ยวไป DASH ราคา/เส้นไม่ขึ้น รบกวนตรวจสอบให้หน่อยครับ,Routing No. 20250403-110-00 สุพรรณบุรี ยางรังสิต เหมาเที่ยวไป DASH ราคา/เส้นไม่ขึ้น รบกวนตรวจสอบให้หน่อยครับ,"จากการตรวจสอบ Routing No.20250403-110-00
ตัวนี้จะไม่มีราคา Frieght Rate Unit จาก Dash ไป Suphanburi (U-Thong) จึงทำให้ระบบแคลออกมาเป็น 0 ค่ะ","select
rd.RoutingNo
,DONo
,c.CustomerCode
,c.FcsDestination
,d.DestinationName
,Transportation
from routing.RouteDO rd
inner join customer c
on rd.CustomerCode = c.CustomerCode
inner join fcs.Destination d
on c.FcsDestination = d.DestinationId
left join fcs.FreightRateUnitMaster frum
on d.DestinationId = frum.Destination
where 1=1
and routingno = '20250403-110-00'
--and Transportation = 'Dash'
group by rd.RoutingNo,DONo ,c.CustomerCode,c.FcsDestination,d.DestinationName,Transportation",,"[ปัญหา] Routing No. 20250403-110-00 สุพรรณบุรี ยางรังสิต เหมาเที่ยวไป DASH ราคา/เส้นไม่ขึ้น รบกวนตรวจสอบให้หน่อยครับ

[วิธีแก้ไข] จากการตรวจสอบ Routing No.20250403-110-00
ตัวนี้จะไม่มีราคา Frieght Rate Unit จาก Dash ไป Suphanburi (U-Thong) จึงทำให้ระบบแคลออกมาเป็น 0 ค่ะ

[ข้อมูลเพิ่มเติม] select
rd.RoutingNo
,DONo
,c.CustomerCode
,c.FcsDestination
,d.DestinationName
,Transportation
from routing.RouteDO rd
inner join customer c
on rd.CustomerCode = c.CustomerCode
inner join fcs.Destination d
on c.FcsDestination = d.DestinationId
left join fcs.FreightRateUnitMaster frum
on d.DestinationId = frum.Destination
where 1=1
and routingno = '20250403-110-00'
--and Transportation = 'Dash'
group by rd.RoutingNo,DONo ,c.CustomerCode,c.FcsDestination,d.DestinationName,Transportation"
11651,Database,Revise GTCode,Issue,LONK4000277471 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000277471 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,แก้ไขที่ DeliveryDetail,,,"[ปัญหา] LONK4000277471 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] แก้ไขที่ DeliveryDetail"
11652,Win-App,Reset Tirechecker,Issue,รบกวนถอยสถานะ tire checker Loading LONK25040209700 ให้หน่อยครับ ต้องการจะสแกนเพื่อคอนเฟิร์มใหม่,รบกวนถอยสถานะ tire checker Loading LONK25040209700 ให้หน่อยครับ ต้องการจะสแกนเพื่อคอนเฟิร์มใหม่,"DECLARE @LoadingNo VARCHAR(20) = 'LONK25040209700'

DELETE [TiresCheckerScanLog]
WHERE LoadingNo = @LoadingNo

DELETE [TiresCheckerScanStickerLog]
WHERE LoadingNo = @LoadingNo",,,"[ปัญหา] รบกวนถอยสถานะ tire checker Loading LONK25040209700 ให้หน่อยครับ ต้องการจะสแกนเพื่อคอนเฟิร์มใหม่

[วิธีแก้ไข] DECLARE @LoadingNo VARCHAR(20) = 'LONK25040209700'

DELETE [TiresCheckerScanLog]
WHERE LoadingNo = @LoadingNo

DELETE [TiresCheckerScanStickerLog]
WHERE LoadingNo = @LoadingNo"
11626,Database,Revise GTCode,Issue,LONK4000280244 รบกวนแก้ไข GT Code จาก 6N40R เป็น 6N40B ให้หน่อยครับ,LONK4000280244 รบกวนแก้ไข GT Code จาก 6N40BR เป็น 6N40B ให้หน่อยครับ,MA_ChangeGTCode,,,"[ปัญหา] LONK4000280244 รบกวนแก้ไข GT Code จาก 6N40BR เป็น 6N40B ให้หน่อยครับ

[วิธีแก้ไข] MA_ChangeGTCode"
11630,Database,Revise GTCode,Issue,LONK4000277463 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,LONK4000277463 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ,MA_ChangeGTCode,,,"[ปัญหา] LONK4000277463 รบกวนแก้ไข GT Code จาก QG15B เป็น QG15R และ 6T77B เป็น 6T77R ให้หน่อยครับ

[วิธีแก้ไข] MA_ChangeGTCode"
11629,Database,Import WarehouseTask,Issue,รบกวนตรวจสอบ LONK25032900200 จำนวน PICKING LIST กับ LOADING SUMMARY ไม่ตรงกันครับ,รบกวนตรวจสอบ LONK25032900200 จำนวน PICKING LIST กับ LOADING SUMMARY ไม่ตรงกันครับ,"พบว่า Loading นี้มีข้อมูล warehouse task ของ DO ต่อไปนี้เข้ามาในระบบสองครั้งครับ
4000278019
4000278119
4000278421
4000278587
4000278904
4000278953
4000279097
4000279102
4000279104

- 2025-03-29 09:15:05
- 2025-03-29 09:15:12
ซึ่งปกติระบบจะ replace ให้เมื่อมีการ upload ใหม่ครับ ปัญหาที่เกิดขึ้นคาดว่าเป็นที่ connection ทำให้มีการ insert ข้อมูล 2 ครั้งซึ่งระยะเวลาห่างกัน 7 วินาที ทีมจึงดำเนินการเคลียร์ข้อมูลที่ duplicate ออกครับ",,,"[ปัญหา] รบกวนตรวจสอบ LONK25032900200 จำนวน PICKING LIST กับ LOADING SUMMARY ไม่ตรงกันครับ

[วิธีแก้ไข] พบว่า Loading นี้มีข้อมูล warehouse task ของ DO ต่อไปนี้เข้ามาในระบบสองครั้งครับ
4000278019
4000278119
4000278421
4000278587
4000278904
4000278953
4000279097
4000279102
4000279104

- 2025-03-29 09:15:05
- 2025-03-29 09:15:12
ซึ่งปกติระบบจะ replace ให้เมื่อมีการ upload ใหม่ครับ ปัญหาที่เกิดขึ้นคาดว่าเป็นที่ connection ทำให้มีการ insert ข้อมูล 2 ครั้งซึ่งระยะเวลาห่างกัน 7 วินาที ทีมจึงดำเนินการเคลียร์ข้อมูลที่ duplicate ออกครับ"
11648,Win-App,Reset Tire Checker Scan Log,Issue,LONK25032802700 ลบสแกนยาง 250 เส้นครับ,"LONK25032802700
ลบสแกนยาง 250 เส้นครับ","ใช้ script 3.MA_Reset_TireChecker_Finish_Status
ใช้ script 1.MA_Remove_TirecheckerScanLog",,,"[ปัญหา] LONK25032802700
ลบสแกนยาง 250 เส้นครับ

[วิธีแก้ไข] ใช้ script 3.MA_Reset_TireChecker_Finish_Status
ใช้ script 1.MA_Remove_TirecheckerScanLog"
11625,Database,SAP Interface,Issue,ผมรบกวนดึงข้อมูล interface file จาก SAP มาให้ทีครับ มันส่ง GT Code size แรกมาแบบนี้จริงๆหรอครับ? เป็น INACTIVE,"ผมรบกวนดึงข้อมูล interface file จาก SAP มาให้ทีครับ มันส่ง GT Code size INACTI มาแบบนี้จริงๆหรอครับ? เป็น INACTIVE
DO 4100561351","เคสนี้ไฟล์จาก sap ส่งมาเป็น INACTI จริง และไม่มีข้อมูลใน Tires Master

แก้ไขปรับให้เป็น GT Code NTC95 แทน","select * from DeliveryOrder where dono = '4100561351'
select * from DeliveryOrderDetail where dono = '4100561351'

--update DeliveryOrderDetail
--set GTCode = 'NTC95'
--where dono = '4100561351' and GTCode = 'INACTI'รทยน",,"[ปัญหา] ผมรบกวนดึงข้อมูล interface file จาก SAP มาให้ทีครับ มันส่ง GT Code size INACTI มาแบบนี้จริงๆหรอครับ? เป็น INACTIVE
DO 4100561351

[วิธีแก้ไข] เคสนี้ไฟล์จาก sap ส่งมาเป็น INACTI จริง และไม่มีข้อมูลใน Tires Master

แก้ไขปรับให้เป็น GT Code NTC95 แทน

[ข้อมูลเพิ่มเติม] select * from DeliveryOrder where dono = '4100561351'
select * from DeliveryOrderDetail where dono = '4100561351'

--update DeliveryOrderDetail
--set GTCode = 'NTC95'
--where dono = '4100561351' and GTCode = 'INACTI'รทยน"
11624,Database,Tire Master Log,Issue,ผมรบกวนตรวจสอบ log ให้ทีครับ KE69NA หายไปจาก Tire Master Rangsit ครับ โดนลบโดยใครและวันที่เท่าไรครับ,"ผมรบกวนตรวจสอบ log ให้ทีครับ KE69NA หายไปจาก Tire Master Rangsit ครับ โดนลบโดยใครและวันที่เท่าไรครับ

กับอีกเคสคือ สามารถแก้ไขเอกสารใบนี้บนฝั่ง Freight Charge ให้เปลี่ยนไปใช้ GT Code KE69X แทนได้ไหมครับ

เข้าใจว่ามันถูกเปลี่ยไปใช้ KE69X หลังจากที่ยางถูกส่งออกไปแล้วครับ","ส่วนเคสนี้ตรวจสอบแล้วพบว่ามีการอัพเดทจาก KE69NA -> KE69 -> KE69X -> KE69 แล้วก็ถูกลบไป โดยคุณ Pannon Artharn วันที่ 2025-02-17 ค่ะ รายละเอียด log อยู่ในไฟล์ค่ะ

และทำการแก้ไขเอกสาร LORS25021003500 บนฝั่ง Freight Charge ให้เป็น GT Code KE69X เรียบร้อยแล้วค่ะ","SELECT
TM.[LogId]
,TM.[TiresCode]
,TM.[Warehouse]
,TM.[GTCode]
,TM.[SaleCode]
,TM.[SizeCode]
,TM.[SizeName]
,TM.[TiresSize]
,TM.[StructureCode]
,TM.[BPCPlus]
,TM.[GTType]
,TM.[JigType]
,TM.[JigCode]
,TM.[PartTag]
,TM.[WeightStd]
,TM.[Capacity]
,TM.[TireBrand]
,TM.[DomesticType]
,TM.[BookQuantity]
,TM.[ActiveFlag]
,TM.[CreateDate]
,TM.[CreateBy]
,CONCAT(UL1.[Name], ' ', UL1.[Surname]) AS [Full Name]
,TM.[UpdateDate]
,TM.[UpdateBy]
,CONCAT(UL2.[Name], ' ', UL2.[Surname]) AS [Full Name]
,TM.[EventLog]
,TM.[EventDate]
FROM [MoCS].[logs].[TiresMasterLog] TM
LEFT JOIN [MoCS].[dbo].[UserLogin] UL1
ON TM.[CreateBy] = UL1.[Username]
LEFT JOIN [MoCS].[dbo].[UserLogin] UL2
ON TM.[UpdateBy] = UL2.[Username]
WHERE TiresCode = 'KE69NA-0FK-01'

_____________________

select * from fcs.FreightChargeDetail where loadingno ='LORS25021003500' and ActiveFlag = 1

--update fcs.FreightChargeDetail
--set GTCode = 'KE69X'
--where loadingno ='LORS25021003500' and ActiveFlag = 1 and GTCode = 'KE69NA'",,"[ปัญหา] ผมรบกวนตรวจสอบ log ให้ทีครับ KE69NA หายไปจาก Tire Master Rangsit ครับ โดนลบโดยใครและวันที่เท่าไรครับ

กับอีกเคสคือ สามารถแก้ไขเอกสารใบนี้บนฝั่ง Freight Charge ให้เปลี่ยนไปใช้ GT Code KE69X แทนได้ไหมครับ

เข้าใจว่ามันถูกเปลี่ยไปใช้ KE69X หลังจากที่ยางถูกส่งออกไปแล้วครับ

[วิธีแก้ไข] ส่วนเคสนี้ตรวจสอบแล้วพบว่ามีการอัพเดทจาก KE69NA -> KE69 -> KE69X -> KE69 แล้วก็ถูกลบไป โดยคุณ Pannon Artharn วันที่ 2025-02-17 ค่ะ รายละเอียด log อยู่ในไฟล์ค่ะ

และทำการแก้ไขเอกสาร LORS25021003500 บนฝั่ง Freight Charge ให้เป็น GT Code KE69X เรียบร้อยแล้วค่ะ

[ข้อมูลเพิ่มเติม] SELECT
TM.[LogId]
,TM.[TiresCode]
,TM.[Warehouse]
,TM.[GTCode]
,TM.[SaleCode]
,TM.[SizeCode]
,TM.[SizeName]
,TM.[TiresSize]
,TM.[StructureCode]
,TM.[BPCPlus]
,TM.[GTType]
,TM.[JigType]
,TM.[JigCode]
,TM.[PartTag]
,TM.[WeightStd]
,TM.[Capacity]
,TM.[TireBrand]
,TM.[DomesticType]
,TM.[BookQuantity]
,TM.[ActiveFlag]
,TM.[CreateDate]
,TM.[CreateBy]
,CONCAT(UL1.[Name], ' ', UL1.[Surname]) AS [Full Name]
,TM.[UpdateDate]
,TM.[UpdateBy]
,CONCAT(UL2.[Name], ' ', UL2.[Surname]) AS [Full Name]
,TM.[EventLog]
,TM.[EventDate]
FROM [MoCS].[logs].[TiresMasterLog] TM
LEFT JOIN [MoCS].[dbo].[UserLogin] UL1
ON TM.[CreateBy] = UL1.[Username]
LEFT JOIN [MoCS].[dbo].[UserLogin] UL2
ON TM.[UpdateBy] = UL2.[Username]
WHERE TiresCode = 'KE69NA-0FK-01'

_____________________

select * from fcs.FreightChargeDetail where loadingno ='LORS25021003500' and ActiveFlag = 1

--update fcs.FreightChargeDetail
--set GTCode = 'KE69X'
--where loadingno ='LORS25021003500' and ActiveFlag = 1 and GTCode = 'KE69NA'"
